Object identifier,Divisions,Accession Number,Accession Description,Quantity,Type,Original Number,Other Numbers,Object Type,Materials,Display Date,Provenience,Verbatim Geography,Geographic Location,Political Location,Culture,Description,Curatorial Notes
17596,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo5974
Number Type: original numbers
",Basket,Reed,,,Asia-Southeast Asia-Philippines-Albay-,,"Buro, Legaspi",Bicol,"One cylindrical sewing basket made of caragumoy.  The base is roughly square, but the body is round and straight, forming a cylinder shape.  Used by the Bicol.",
17597,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo5995
Number Type: original numbers
",Basket,Bamboo,,,Asia-Southeast Asia-Philippines-Ilocos Sur-,,"Namitpit, Lepanto",,Rice basket of bamboo for uncooked rice.,
17598,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6009
Number Type: original numbers
",Basket,Fiber; Rattan,,,Asia-Southeast Asia-Philippines-Mindoro Oriental-,,"Pinamalayan, Mindoro",,"1 Abaca contained of nipa and rattan. Used to hold abaca fibers. 

Open-weave basket with hexagonal base and round top.",
17601,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6060 (101)
Number Type: original numbers
",Strainer (or Sieve),Bark; Rattan,,,Asia-Southeast Asia-Philippines-Nueva Ecija-,,Panaranda,Filipino,"Spherical strainer made of a bamboo frame with a woven basket of firm rattan forming the strainer.  Braided loop at one end, perhaps for hanging.  Possibly for screening coconut sap.",
17602,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6099
Number Type: original numbers
",Basket,Balsa,,,Asia-Southeast Asia-Philippines-Quezon-,,Lucban,Tagalog,Market basket of rattan.  The basket is round with a slightly conical bottom and a very wide opening ringed with rigid bamboo.,
17604,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6113
Number Type: original numbers
",Basket,Rattan,,,Asia-Southeast Asia-Philippines-Ilocos Norte-,,Laoag,,One pack holder of rattan.  Shaped like a purse.  Main body has rattan woven in fancy interlocked knots.  Handle made of rattan braid.  Round bottom with star inside.,
17605,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6129
Number Type: original numbers
",Basket,Rattan; Bamboo,,,Asia-Southeast Asia-Philippines-Agusan del Norte-,,Amparo Settlement,Manobo,"Utility basket of rattan and bamboo.  Woven rattan basket, round opening, hexagonal bottom.  There is a length of bamboo wrapped around the basket.  This is wrapped over with rattan.",
17608,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6186
Number Type: original numbers
",Container (generic),Bamboo,,,Asia-Southeast Asia-Philippines-Zambales-,,Subig,,"1 Rice(?) bottle of bamboo that is dark brown in color.  It is gourd shaped with small rounded base (bottle cannot stand on base.)  Has long neck.  Mouth I open.  Torn strips of paper stuck around neck with writing on it: 'sibig(?)  No. 2a' .  

Catalogue number (17108) written on a small piece of cloth and attached to neck with small metal clamps.",
17610,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6265
Number Type: original numbers
",Plate,Bamboo; Rattan,,,Asia-Southeast Asia-Philippines-Negros Occidental-,,Bilay,Visayan,"One family plate of bamboo and rattan.  Square.  Woven rattan, concave to form a tray or plate.  Base lined with bamboo.",
17611,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6322.
Number Type: original numbers
",Sifter,Rattan; Wood; Bamboo,,,Asia-Southeast Asia-Philippines-Isabela-,,Cabagan,,"Corn sifter of wood, rattan and bamboo.  For separating coarse and fine ground corn.",
17612,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6344
Number Type: original numbers
",Basket,Rattan,,,Asia-Southeast Asia-Philippines--,,,,Small covered (no cover present) basket of rattan and bamboo.  Used for flowers.,
17613,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: Coo6651
Number Type: original numbers
",Basket,Bamboo,,,Asia-Southeast Asia-Philippines--,,,,1 square open weave basket of bamboo with small circular opening on top.  A fish trap (?),
17614,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,,Pillow,Leaf,,,Asia-Southeast Asia-Philippines--,,,,Head pad made of banana leaves bundled in a ring.,
17615,Ethnology & Material Culture,"Accession Number: 1387
",Accession #1387 Donation 04/29/1941 (1387),"Quantity: 1
Unit: ea
",Ethnographic,,,Pillow,Leaf,,,Asia-Southeast Asia-Philippines--,,,,Head pad made of Banana leaves bundled in a ring.,
17639,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Jar,Stoneware,,,Asia-Southeast Asia-Philippines-Sulu-,Jolo Island,,Chinese,"Large dragon jar, golden yellow glaze on exterior. Interior is unglazed. 6 dragon handles extend from shoulder. Loop handles - one with rope tied around it.  
Decoration has dragon forms and flowers, birds. 
 
1 one two found 
 
Also in the catalog book under number 36169",
17643,Ethnology & Material Culture,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Ethnographic,,"Other Number: 8350
Number Type: original numbers
",Jar,Brass,,,Asia-Southeast Asia-Philippines-Cotabato-,,,,"One brass flower jar, ""Tangla,"" in two pieces, with a separate base, and a flaring, scalloped rim.","This artifact was cataloged twice. Once under number 8350 and once under 17643.
For this database and future reference, the objects are now cataloged under 8350a and b for the top and base of the artifact. Number 17643 will become void. Numbers were changed on the artifacts themselves too."
17652,Ethnology & Material Culture,"Accession Number: 1527
",Accession #1527 Bequest 11/13/1942 (1527),"Quantity: 1
Unit: ea
",Ethnographic,,,Hat,Bamboo; Rattan; Cotton; Fiber; Animal bone,,,Asia-Southeast Asia-Philippines--,,,"Filipino, Igorote","One Igorrote hat, very small with bone ear-flaps.  Hat with flat top woven out of rattan in spiral pattern.  Long strip of bamboo wrapped around three times and painted red.  Fiber cord attached at opposite point forms chin strap.  Also at opposite sides ear flaps of carved bone into abstract shape attached with cotton string.",
17654,Ethnology & Material Culture,"Accession Number: 1527
",Accession #1527 Bequest 11/13/1942 (1527),"Quantity: 1
Unit: ea
",Ethnographic,,,Spoon,Wood,,,Asia-Southeast Asia-Philippines--,,,,Spoon,
17656,Ethnology & Material Culture,"Accession Number: 1527
",Accession #1527 Bequest 11/13/1942 (1527),"Quantity: 1
Unit: ea
",Ethnographic,,,Bracelet,Ivory; Rattan,,,Asia-Southeast Asia-Philippines--,,,,2 boar's tusks held together by rattan to make a bracelet.,
17660,Ethnology & Material Culture,"Accession Number: 1527
",Accession #1527 Bequest 11/13/1942 (1527),"Quantity: 1
Unit: ea
",Ethnographic,,,Fan,Wood,,,Asia-Southeast Asia-Philippines--,,,,A fan made from wood and wood pulp with textile decorations.,
17662,Ethnology & Material Culture,"Accession Number: 1527
",Accession #1527 Bequest 11/13/1942 (1527),"Quantity: 1
Unit: ea
",Ethnographic,,,Comb,Bamboo,,,Asia-Southeast Asia-Philippines--,,,,A carved bamboo comb.,
17664,Ethnology & Material Culture,"Accession Number: 1527
",Accession #1527 Bequest 11/13/1942 (1527),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Bronze,,,Asia-Southeast Asia-Philippines--,,,,One bronze box.,"""sent to professor Goddard by friends in 1900"""
17670,Ethnology & Material Culture,"Accession Number: 1535
",Accession #1535 Donation 10/1943 (1535),"Quantity: 1
Unit: ea
",Ethnographic,,,Hat,Textile,,,Asia-Southeast Asia-Philippines-Mountain-,Luzon,,,"1 hat, round, made of burgundy-red velvet and trimmed with embossed silver on the outside.  The velvet chin band has silver trimmings; the silver, very oxidized, is black.  Woven fiber ring on the interior.",see also #25720. Cataloged twice.
17671,Ethnology & Material Culture,"Accession Number: 1535
",Accession #1535 Donation 10/1943 (1535),"Quantity: 1
Unit: ea
",Ethnographic,,,Hat,Rattan; Wool; Bamboo,,,Asia-Southeast Asia-Philippines-Mountain-,Luzon,,,"Large, round hat with rattan and bamboo plaiting inside and out over a frame of paper covered on the outside with black paper and on the inside with cloth.  Red, green and pink wool tassel on top and red tassels hanging from two sides.",
17707,Ethnology & Material Culture,"Accession Number: 1587
",Accession #1587 Donation 10/03/1944 (1587),"Quantity: 1
Unit: ea
",Ethnographic,,,Cap,Leaf,,,Asia-Southeast Asia-Philippines--,,,,"1 small Philippine cap.  Palm leaf, tan, and black.  The design is of  concentric circles in tan and black.  Roughly dome shaped.",
17708,Ethnology & Material Culture,"Accession Number: 1587
",Accession #1587 Donation 10/03/1944 (1587),"Quantity: 1
Unit: ea
",Ethnographic,,,Tray,Leaf,,,Asia-Southeast Asia-Philippines--,,,,Bowl or tray of palm leaf.,
17709,Asian Ethnology,"Accession Number: 1587
",Accession #1587 Donation 10/03/1944 (1587),"Quantity: 1
Unit: ea
",Ethnographic,,,Basket,Rattan,,,Asia-Southeast Asia-Philippines--,,,,"One rattan tray.  The overall shape is round and shallow, with the base woven in a herringbone pattern. At the rim, there is a thicker binding strip held in place by narrow lacing.",
17849,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,AD 1368-1399,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze dish.  Glossy deep celadon dish.,"Chronological and kiln provenience information by Li Min, 2008"
17850,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze dish.  Matt celadon plate.  Photo similar to B25-1.,"Chronological and kiln provenience information by Li Min, 2008."
17851,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze dish.  Small matt celadon plate.  Fluted exterior sides with broad rim.,"Chronological and kiln provenience information by Li Min, 2008"
17852,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Grey-green saucer.  Later notation: Same as G 87-a.,
17853,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze dish.  Medium matt celadon dish.,"Chronological and kiln provenience information by Li Min, 2008."
17854,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Porcelain,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Small soft cream bowl.  Later notation:  Somewhat similar to B20-4.,
17855,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,"Small, soft cream bowl; same type as abore; Worcester Collection",
17856,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,"Small grey-green bowl.   
 
Later notation: Same as B1-11, only smaller.",
17857,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Small light green bowl.,
17858,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze bowl.  Medium light grey bowl.  Later notation:  same as B32-1.,
17859,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Meduim grey-blue bowl.,
17860,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Meduim grey-blue bowl.,
17861,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,"Medui, olive bowl.  Later notation: Same as B1-14a.",
17862,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Meduim olive green bowl.,
17863,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze bowl.  Meduim light grey bowl.,
17864,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Meduim grey bowl.,
17865,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Meduim grey bowl.  Later notation: Same as B1-14a.,
17867,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze bowl.  Grey green incised bowl.,"Chronological and kiln provenience information by Li Min, 2008"
17868,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Grey blue bowl.  Later notation: Same as B5-6.,
17869,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Celadon glaze bowl.  Deep narrow green bowl.,
17870,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Stoneware,,,Asia-Southeast Asia-Philippines-Negros Oriental-,,"Tabon, Vallehermoso",,Pottery bowl with festoon lip.  Later notation:  Same as G42-a.,
